ID,BuildPurpose,PurposeItem,CityItem,AreaItem,BuildMaterial,MaterialItem,PublicArea,BuildType,BuildComDate,BuildLayer,AplraiseUnitValue,Item,AdjBuildArea,AplraiseValue,RecStat,DebtPerc
675,A,住家用,新北市,樹林區,4,鋼筋混凝土造,27.84,R2,2010/1/28 上午 12:00:00,8,260000,陽台,7.19,16144800,1,69
676,A,住家用,新北市,樹林區,4,鋼筋混凝土造,21.15,R2,1999/9/8 上午 12:00:00,5,220000,陽台,2.97,11576400,1,27
677,A,住家用,新北市,樹林區,4,鋼筋混凝土造,1.97,R2,1993/5/20 上午 12:00:00,14,220000,陽台,4.76,10902600,1,47
678,A,住家用,新北市,樹林區,4,鋼筋混凝土造,8.15,R2,1999/2/8 上午 12:00:00,5,210000,陽台,2.56,6587700,1,16
679,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1980/1/15 上午 12:00:00,3,270000,,,6272100,1,16
680,A,住家用,新北市,中和區,4,鋼筋混凝土造,7.2,R2,1981/12/7 上午 12:00:00,3,280000,陽台,1.78,10522400,1,63
681,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1976/11/16 上午 12:00:00,4,310000,陽台,4.73,8298700,1,16
682,A,住家用,新北市,中和區,8,加強磚造,,R1,1972/12/6 上午 12:00:00,1,390000,,,8689200,1,34
683,A,住家用,新北市,中和區,4,鋼筋混凝土造,3.64,R1,1990/4/12 上午 12:00:00,2,215000,其他,3.9,7798050,1,18
684,A,住家用,新北市,中和區,4,鋼筋混凝土造,2.47,R1,1988/1/8 上午 12:00:00,4,270000,陽台,3.48,9763200,1,32
685,F,住商用,新北市,中和區,4,鋼筋混凝土造,,R1,1981/12/23 上午 12:00:00,1,570000,其他,7.43,18205800,1,26
686,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1977/8/4 上午 12:00:00,4,305000,,,8143500,1,37
687,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1977/10/11 上午 12:00:00,1,440000,,,8668000,1,26
688,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1976/11/16 上午 12:00:00,4,310000,陽台,4.73,8298700,1,16
689,F,住商用,新北市,中和區,4,鋼筋混凝土造,,R1,1981/12/23 上午 12:00:00,1,570000,其他,7.43,18205800,1,26
690,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1980/3/26 上午 12:00:00,2,320000,,,10793600,1,10
691,Z,見其它登記事項,新北市,中和區,4,鋼筋混凝土造,12.75,R2,1999/12/9 上午 12:00:00,8,400000,陽台,1.31,11872000,1,13
692,A,住家用,新北市,中和區,4,鋼筋混凝土造,20.95,R2,2002/8/16 上午 12:00:00,9,465000,陽台,6.55,16973050,1,36
693,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1980/9/25 上午 12:00:00,4,280000,,,7627200,1,43
694,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1977/7/16 上午 12:00:00,1,400000,,,11072000,1,49
695,A,住家用,新北市,中和區,4,鋼筋混凝土造,12.7,R2,2002/7/31 上午 12:00:00,6,300000,陽台,5.34,14724000,1,26
696,A,住家用,新北市,中和區,4,鋼筋混凝土造,,B2,1987/8/28 上午 12:00:00,2,280000,陽台,0.68,21910865,1,28
697,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1977/8/4 上午 12:00:00,4,305000,,,8143500,1,37
698,A,住家用,新北市,中和區,4,鋼筋混凝土造,8.23,R2,1990/11/21 上午 12:00:00,5,300000,陽台,4.14,13371000,1,42
699,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1979/12/8 上午 12:00:00,3,260000,,,7204600,1,29
700,Y,見使用執照,新北市,中和區,4,鋼筋混凝土造,2.21,R2,1997/10/6 上午 12:00:00,1,502000,,,14859200,1,36
701,A,住家用,新北市,中和區,4,鋼筋混凝土造,12.22,R2,1991/6/21 上午 12:00:00,3,300000,陽台,3.18,12013000,1,43
702,A,住家用,新北市,中和區,4,鋼筋混凝土造,12.72,R2,1998/11/24 上午 12:00:00,5,250000,陽台,2.6,8837500,1,37
703,A,住家用,新北市,中和區,4,鋼筋混凝土造,2.47,R1,1988/1/8 上午 12:00:00,4,270000,陽台,3.48,9763200,1,32
704,Z,見其它登記事項,新北市,中和區,4,鋼筋混凝土造,23.52,R5,2008/9/9 上午 12:00:00,999,290000,陽台,6.72,33106400,1,28
705,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1987/12/16 上午 12:00:00,2,330000,陽台,2.91,9358800,1,74
706,A,住家用,新北市,中和區,8,加強磚造,,R1,1970/8/10 上午 12:00:00,3,280000,,,8458800,1,35
707,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1984/11/27 上午 12:00:00,2,330000,陽台,4.35,10292700,1,15
708,A,住家用,新北市,中和區,4,鋼筋混凝土造,4.85,R2,1995/12/1 上午 12:00:00,15,385000,其他,3.37,12331550,1,67
709,A,住家用,新北市,中和區,4,鋼筋混凝土造,10.63,R2,2001/3/5 上午 12:00:00,2,350000,陽台,3.03,14799000,1,31
710,A,住家用,新北市,中和區,8,加強磚造,,R1,1975/10/1 上午 12:00:00,1,340000,,,5854800,1,42
711,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1980/3/7 上午 12:00:00,2,320000,,,7734400,1,61
712,A,住家用,新北市,中和區,4,鋼筋混凝土造,8.95,R2,1999/4/19 上午 12:00:00,5,350000,陽台,1.57,7471500,1,68
713,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1980/9/3 上午 12:00:00,2,305000,,,9156100,1,71
714,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1978/11/20 上午 12:00:00,4,300000,,,6918000,1,75
715,A,住家用,新北市,中和區,4,鋼筋混凝土造,8.05,R2,1991/12/27 上午 12:00:00,6,390000,陽台,1.97,15762600,1,52
716,A,住家用,新北市,中和區,4,鋼筋混凝土造,4.66,R2,1998/10/27 上午 12:00:00,13,360000,陽台,0.97,6336000,1,70
717,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1988/5/11 上午 12:00:00,5,300000,陽台,3.58,9666000,1,30
718,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1981/11/23 上午 12:00:00,4,290000,陽台,4.89,8842100,1,39
719,A,住家用,新北市,中和區,8,加強磚造,,R1,1970/8/10 上午 12:00:00,3,280000,,,8458800,1,27
720,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1980/3/7 上午 12:00:00,2,320000,,,7734400,1,61
721,A,住家用,新北市,中和區,8,加強磚造,,R1,1976/5/31 上午 12:00:00,3,305000,,,5913950,1,37
722,B,商業用,新北市,中和區,4,鋼筋混凝土造,1.8,B2,1988/1/12 上午 12:00:00,1,450000,其他,21.73,19588500,1,28
723,A,住家用,新北市,中和區,4,鋼筋混凝土造,11.28,R2,1999/1/14 上午 12:00:00,5,370000,其他,2.64,11027200,1,69
724,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1978/6/12 上午 12:00:00,3,300000,,,7149000,1,60
725,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1988/12/31 上午 12:00:00,5,290000,陽台,3.13,9604800,1,11
726,A,住家用,新北市,中和區,4,鋼筋混凝土造,30.87,R2,1994/11/24 上午 12:00:00,5,320000,其他,6.72,18118400,1,26
727,A,住家用,新北市,中和區,4,鋼筋混凝土造,6.21,R2,1995/11/17 上午 12:00:00,10,360000,其他,1.85,10130400,1,9
728,A,住家用,新北市,中和區,8,加強磚造,,R1,1975/1/16 上午 12:00:00,4,300000,,,7305000,1,71
729,A,住家用,新北市,中和區,4,鋼筋混凝土造,4.85,R2,1995/12/1 上午 12:00:00,15,385000,其他,3.37,12331550,1,67
730,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1984/11/27 上午 12:00:00,2,320000,陽台,2.58,8172800,1,17
731,A,住家用,新北市,中和區,8,加強磚造,,R1,1970/8/10 上午 12:00:00,3,280000,,,8458800,1,27
732,Z,見其它登記事項,新北市,中和區,4,鋼筋混凝土造,,B2,1987/8/28 上午 12:00:00,1,667300,其他,0.68,21910865,1,28
733,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1979/8/16 上午 12:00:00,4,310000,,,10161800,1,62
734,A,住家用,新北市,中和區,8,加強磚造,,R1,1979/6/12 上午 12:00:00,3,290000,,,9137900,1,36
735,A,住家用,新北市,中和區,8,加強磚造,,R5,1975/2/4 上午 12:00:00,999,6000,,,11279640,1,68
736,F,住商用,新北市,中和區,4,鋼筋混凝土造,,B2,1981/12/17 上午 12:00:00,1,450000,其他,5.99,14382000,1,60
737,A,住家用,新北市,中和區,4,鋼筋混凝土造,3.16,R2,1994/10/24 上午 12:00:00,12,380000,其他,3.68,14975800,1,21
738,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1980/2/29 上午 12:00:00,4,330000,,,8160900,1,16
739,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1984/11/27 上午 12:00:00,2,330000,陽台,4.35,10292700,1,32
740,A,住家用,新北市,中和區,4,鋼筋混凝土造,3.64,R1,1990/4/12 上午 12:00:00,2,215000,其他,3.9,7798050,1,18
741,A,住家用,新北市,中和區,4,鋼筋混凝土造,8.94,R2,1999/4/19 上午 12:00:00,5,350000,陽台,1.57,7471500,1,55
742,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1978/6/29 上午 12:00:00,1,285000,,,6854250,1,43
743,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1977/8/4 上午 12:00:00,4,280000,,,6143200,1,39
744,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1986/5/29 上午 12:00:00,1,430000,其他,6.72,18429800,1,34
745,A,住家用,新北市,中和區,4,鋼筋混凝土造,11.28,R2,1999/1/14 上午 12:00:00,5,370000,其他,2.64,11027200,1,75
746,A,住家用,新北市,中和區,4,鋼筋混凝土造,14.35,R2,2000/9/28 上午 12:00:00,5,465000,陽台,3.29,18977000,1,43
747,Z,見其它登記事項,新北市,中和區,4,鋼筋混凝土造,5.04,R2,1993/3/5 上午 12:00:00,1,460000,其他,4.68,17516800,1,71
748,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1977/7/16 上午 12:00:00,1,400000,,,11072000,1,32
749,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1977/10/24 上午 12:00:00,4,310000,,,10208300,1,66
750,A,住家用,新北市,中和區,4,鋼筋混凝土造,11.28,R2,1999/1/14 上午 12:00:00,5,410000,其他,2.64,11989600,1,54
751,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1987/12/16 上午 12:00:00,2,330000,陽台,2.91,9358800,1,72
752,A,住家用,新北市,中和區,4,鋼筋混凝土造,,R1,1985/5/24 上午 12:00:00,1,360000,其他,3.43,11577600,1,62
753,Z,見其它登記事項,新北市,土城區,4,鋼筋混凝土造,2.81,R2,1993/11/25 上午 12:00:00,B2,310000,,,10955400,1,72
754,A,住家用,新北市,土城區,4,鋼筋混凝土造,15.27,R2,1994/10/8 上午 12:00:00,13-14,320000,其他,3.05,16617600,1,28
755,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1985/9/4 上午 12:00:00,2,310000,陽台,2.25,8831900,1,75
756,Z,見其它登記事項,新北市,土城區,4,鋼筋混凝土造,2.19,R2,1993/1/13 上午 12:00:00,B2,0,,,18300500,1,68
757,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1984/8/15 上午 12:00:00,3,300000,陽台,4.1,7440000,1,70
758,A,住家用,新北市,土城區,4,鋼筋混凝土造,7.2,R2,1998/9/11 上午 12:00:00,14,320000,陽台,2.77,10112000,1,30
759,A,住家用,新北市,土城區,4,鋼筋混凝土造,5.76,R2,1995/11/9 上午 12:00:00,6,280000,其他,2.92,10715600,1,18
760,A,住家用,新北市,土城區,4,鋼筋混凝土造,2.29,R2,1994/8/12 上午 12:00:00,9,330000,其他,3.13,8896800,1,74
761,A,住家用,新北市,土城區,4,鋼筋混凝土造,8.84,R2,2003/11/26 上午 12:00:00,9,245000,其他,3.7,7977200,1,64
762,A,住家用,新北市,土城區,4,鋼筋混凝土造,6.41,R2,1994/10/19 上午 12:00:00,6,310000,陽台,2.34,8370000,1,73
763,A,住家用,新北市,土城區,4,鋼筋混凝土造,9.08,R2,1993/12/3 上午 12:00:00,7,350000,陽台,5.12,14738500,1,12
764,A,住家用,新北市,土城區,4,鋼筋混凝土造,7.68,R2,1993/10/6 上午 12:00:00,11,290000,陽台,3.2,10350100,1,70
765,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1982/5/13 上午 12:00:00,1,400000,其他,3.32,8720000,1,24
766,A,住家用,新北市,土城區,4,鋼筋混凝土造,2.19,R2,1993/1/13 上午 12:00:00,10,310000,陽台,5.4,18300500,1,68
767,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1983/9/14 上午 12:00:00,1,380000,其他,3.03,10320800,1,13
768,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1984/7/20 上午 12:00:00,2,250000,陽台,2.14,6217500,1,69
769,A,住家用,新北市,土城區,4,鋼筋混凝土造,5.99,R2,1994/7/25 上午 12:00:00,4,280000,陽台,2.74,9528400,1,52
770,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1988/8/24 上午 12:00:00,3,260000,陽台,2.8,9003800,1,22
771,A,住家用,新北市,土城區,4,鋼筋混凝土造,15.27,R2,1994/10/8 上午 12:00:00,13-14,320000,其他,3.05,16617600,1,28
772,Z,見其它登記事項,新北市,土城區,4,鋼筋混凝土造,6.21,R2,1993/11/25 上午 12:00:00,B2,295000,,,22610200,1,36
773,H,工商用,新北市,土城區,4,鋼筋混凝土造,,R5,1985/6/14 上午 12:00:00,999,20000,其他,15.31,46674400,1,46
774,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1980/5/7 上午 12:00:00,1,340000,,,7303200,1,57
775,H,工商用,新北市,土城區,4,鋼筋混凝土造,,R5,1985/6/14 上午 12:00:00,999,20000,其他,15.31,46674400,1,46
776,A,住家用,新北市,土城區,8,加強磚造,,R5,1980/9/15 上午 12:00:00,999,270000,,,7546500,1,31
777,A,住家用,新北市,土城區,4,鋼筋混凝土造,10.4,R2,2006/8/17 上午 12:00:00,14,250000,其他,4.49,14802500,1,52
778,B,商業用,新北市,土城區,4,鋼筋混凝土造,5.78,R2,1993/5/21 上午 12:00:00,1,430000,其他,3.69,12044300,1,26
779,A,住家用,新北市,土城區,4,鋼筋混凝土造,7.13,R2,1994/12/31 上午 12:00:00,3,245000,陽台,1.77,8087450,1,48
780,A,住家用,新北市,土城區,4,鋼筋混凝土造,6.21,R2,1993/11/25 上午 12:00:00,12,295000,陽台,2.54,22610200,1,36
781,A,住家用,新北市,土城區,4,鋼筋混凝土造,5.23,R2,1995/11/9 上午 12:00:00,15,275000,陽台,3.78,10340000,1,61
782,A,住家用,新北市,土城區,4,鋼筋混凝土造,5.76,R2,1995/11/9 上午 12:00:00,3,280000,其他,10.68,10715600,1,18
783,A,住家用,新北市,土城區,4,鋼筋混凝土造,8.27,R2,1998/4/22 上午 12:00:00,13,290000,其他,3.69,11782200,1,28
784,Z,見其它登記事項,新北市,土城區,4,鋼筋混凝土造,2.19,R2,1993/1/13 上午 12:00:00,B1,310000,,,18300500,1,68
785,A,住家用,新北市,土城區,4,鋼筋混凝土造,6.31,R2,1994/10/19 上午 12:00:00,9,290000,陽台,2.29,7786500,1,12
786,A,住家用,新北市,土城區,4,鋼筋混凝土造,8.84,R2,2003/11/26 上午 12:00:00,9,245000,其他,3.7,7977200,1,64
787,A,住家用,新北市,土城區,4,鋼筋混凝土造,5.57,R2,1995/8/19 上午 12:00:00,11,310000,其他,4.19,10050200,1,17
788,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R5,1985/10/4 上午 12:00:00,999,21000,其他,10.65,22323360,1,56
789,A,住家用,新北市,土城區,4,鋼筋混凝土造,8.14,R2,1993/11/19 上午 12:00:00,7,340000,陽台,6.11,10040200,1,24
790,A,住家用,新北市,土城區,4,鋼筋混凝土造,5.23,R2,1995/11/9 上午 12:00:00,3,275000,露台,10.68,10340000,1,61
791,F,住商用,新北市,土城區,4,鋼筋混凝土造,3,B2,1989/7/13 上午 12:00:00,1,580000,其他,1.56,19888200,1,36
792,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1984/12/11 上午 12:00:00,5,300000,陽台,1.65,7704000,1,32
793,A,住家用,新北市,土城區,4,鋼筋混凝土造,0.91,R3,1993/11/15 上午 12:00:00,10,370000,陽台,0.41,5723900,1,26
794,B,商業用,新北市,土城區,4,鋼筋混凝土造,5.78,R2,1993/5/21 上午 12:00:00,1,430000,其他,3.69,12044300,1,26
795,C,工業用,新北市,土城區,4,鋼筋混凝土造,10.53,R2,1996/3/20 上午 12:00:00,6,280000,其他,2.81,11762800,1,70
796,A,住家用,新北市,土城區,4,鋼筋混凝土造,10.4,R2,2006/8/17 上午 12:00:00,14,250000,其他,4.49,14802500,1,52
797,A,住家用,新北市,土城區,4,鋼筋混凝土造,25.97,R2,2005/1/20 上午 12:00:00,4,240000,陽台,3.12,11965600,1,61
798,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1980/10/2 上午 12:00:00,4,250000,,,6520000,1,68
799,A,住家用,新北市,土城區,4,鋼筋混凝土造,2.81,R2,1993/11/25 上午 12:00:00,3,310000,其他,3.01,10955400,1,72
800,A,住家用,新北市,土城區,4,鋼筋混凝土造,,R1,1984/10/6 上午 12:00:00,5,255000,陽台,2.12,6005250,1,18
