ID,BuildPurpose,PurposeItem,CityItem,AreaItem,BuildMaterial,MaterialItem,PublicArea,BuildType,BuildComDate,BuildLayer,AplraiseUnitValue,Item,AdjBuildArea,AplraiseValue,RecStat,DebtPerc
2583,Z,見其它登記事項,台南市,安平區,4,鋼筋混凝土造,8.63,R2,1994/3/23 上午 12:00:00,4,110000,陽台,2.61,3196200,1,79
2584,A,住家用,台南市,安平區,4,鋼筋混凝土造,6.81,R2,1995/4/18 上午 12:00:00,2,98000,其他,2.63,3409420,1,30
2585,F,住商用,台南市,安平區,4,鋼筋混凝土造,,R5,1991/5/10 上午 12:00:00,999,28000,陽台,1.21,8371160,1,75
2586,A,住家用,台南市,安平區,4,鋼筋混凝土造,5.64,R2,1992/3/7 上午 12:00:00,4,102000,其他,3.97,2640780,1,70
2587,Z,見其它登記事項,台南市,安平區,4,鋼筋混凝土造,10.04,R2,1995/7/29 上午 12:00:00,B2,0,,,6018560,1,17
2588,F,住商用,台南市,安平區,4,鋼筋混凝土造,,R5,1990/4/28 上午 12:00:00,999,30000,陽台,13.15,20628600,1,25
2589,A,住家用,台南市,安平區,4,鋼筋混凝土造,6.81,R2,1995/4/18 上午 12:00:00,2,98000,其他,2.63,3409420,1,30
2590,A,住家用,台南市,安平區,4,鋼筋混凝土造,16.43,R2,1998/1/5 上午 12:00:00,8,100000,陽台,3.58,5050000,1,45
2591,A,住家用,台南市,安平區,4,鋼筋混凝土造,13.76,R2,1993/10/18 上午 12:00:00,7,107000,陽台,6.55,4842060,1,73
2592,A,住家用,台南市,安平區,4,鋼筋混凝土造,,R5,1987/2/16 上午 12:00:00,999,23000,陽台,2.12,5883680,1,59
2593,A,住家用,台南市,安平區,4,鋼筋混凝土造,23.76,R2,1998/1/5 上午 12:00:00,16,110000,陽台,3.58,5485000,1,43
2594,Z,見其它登記事項,台南市,安平區,4,鋼筋混凝土造,,R5,2003/2/13 上午 12:00:00,999,42000,陽台,2.8,10410670,1,68
2595,F,住商用,台南市,安平區,4,鋼筋混凝土造,,R5,1991/5/10 上午 12:00:00,999,28000,陽台,1.21,8371160,1,27
2596,A,住家用,台南市,安平區,4,鋼筋混凝土造,16.43,R2,1998/1/5 上午 12:00:00,8,100000,陽台,3.58,5050000,1,45
2597,A,住家用,台南市,安平區,4,鋼筋混凝土造,9.95,R2,1993/9/3 上午 12:00:00,6,107000,陽台,0.77,3360110,1,56
2598,A,住家用,台南市,安平區,4,鋼筋混凝土造,,R5,1998/9/28 上午 12:00:00,999,36000,陽台,8.81,9599760,1,51
2599,A,住家用,台南市,安平區,4,鋼筋混凝土造,0.08,R5,2008/11/6 上午 12:00:00,999,50000,陽台,7.37,16687250,1,50
2600,Z,見其它登記事項,台南市,安平區,4,鋼筋混凝土造,20.81,R2,1999/3/31 上午 12:00:00,5,125000,陽台,3.87,6351250,1,23
2601,Z,見其它登記事項,台南市,安平區,4,鋼筋混凝土造,,R5,2003/12/26 上午 12:00:00,999,40000,陽台,10.01,11890000,1,35
2602,F,住商用,台南市,安平區,4,鋼筋混凝土造,,R5,1990/4/28 上午 12:00:00,999,26000,陽台,13.15,20757920,1,33
2603,A,住家用,台南市,安平區,4,鋼筋混凝土造,0.08,R5,2008/11/6 上午 12:00:00,999,50000,陽台,7.37,16687250,1,50
2604,A,住家用,台南市,中西區,4,鋼筋混凝土造,,R5,1981/12/14 上午 12:00:00,999,20000,陽台,1.74,6037500,1,34
2605,A,住家用,台南市,中西區,8,加強磚造,,R5,1970/8/31 上午 12:00:00,999,5000,,,6477700,1,21
2606,A,住家用,台南市,中西區,8,加強磚造,,R5,1971/12/28 上午 12:00:00,999,5000,,,12071150,1,61
2607,Z,見其它登記事項,台南市,中西區,8,加強磚造,,R5,1968/12/26 上午 12:00:00,1,5000,,,7530200,1,64
2608,F,住商用,台南市,中西區,4,鋼筋混凝土造,,R5,1984/7/24 上午 12:00:00,999,18000,陽台,1.08,10431220,1,9
2609,A,住家用,台南市,中西區,8,加強磚造,,R5,1985/2/14 上午 12:00:00,999,17000,陽台,1.14,5216110,1,20
2610,Z,見其它登記事項,台南市,中西區,4,鋼筋混凝土造,,R5,2002/8/14 上午 12:00:00,999,39000,陽台,13.33,18947760,1,61
2611,A,住家用,台南市,中西區,4,鋼筋混凝土造,3.58,R2,1981/12/17 上午 12:00:00,5,100000,陽台,6.91,3680000,1,66
2612,A,住家用,台南市,中西區,4,鋼筋混凝土造,,R5,1986/10/9 上午 12:00:00,999,22000,陽台,3.1,9727740,1,56
2613,Z,見其它登記事項,台南市,中西區,4,鋼筋混凝土造,,R5,1997/6/28 上午 12:00:00,999,35000,,,7943500,1,62
2614,C,工業用,台南市,新營區,4,鋼筋混凝土造,,R5,2000/2/10 上午 12:00:00,999,38000,,,10848050,1,40
2615,F,住商用,台南市,新營區,4,鋼筋混凝土造,,R5,1992/6/19 上午 12:00:00,999,23000,陽台,1.91,4011170,1,50
2616,F,住商用,台南市,新營區,8,加強磚造,,R5,1980/7/12 上午 12:00:00,999,10000,,,2401200,1,47
2617,C,工業用,台南市,新營區,4,鋼筋混凝土造,,R5,2000/2/10 上午 12:00:00,999,38000,,,10848050,1,33
2618,A,住家用,台南市,新營區,4,鋼筋混凝土造,,R5,1998/4/7 上午 12:00:00,999,36000,陽台,3.35,4229460,1,69
2619,F,住商用,台南市,新營區,4,鋼筋混凝土造,,R5,2009/12/8 上午 12:00:00,999,49000,其他,3.73,8902610,1,57
2620,A,住家用,台南市,新營區,4,鋼筋混凝土造,,R5,1998/4/7 上午 12:00:00,999,36000,陽台,3.35,4229460,1,69
2621,A,住家用,台南市,新營區,4,鋼筋混凝土造,,R5,2007/7/26 上午 12:00:00,999,47000,陽台,7.43,24376950,1,55
2622,A,住家用,台南市,白河區,8,加強磚造,,R5,1991/2/1 上午 12:00:00,999,24000,陽台,3.63,8329840,1,56
2623,F,住商用,台南市,東山區,4,鋼筋混凝土造,,R5,1997/12/1 上午 12:00:00,999,36000,陽台,7.7,7301970,1,56
2624,F,住商用,台南市,東山區,4,鋼筋混凝土造,,R5,1997/12/1 上午 12:00:00,999,36000,陽台,7.7,7301970,1,56
2625,A,住家用,台南市,麻豆區,4,鋼筋混凝土造,,R5,1997/2/3 上午 12:00:00,999,35000,其他,5.01,3944310,1,54
2626,F,住商用,台南市,麻豆區,8,加強磚造,,R5,1986/7/8 上午 12:00:00,999,14000,陽台,1.74,2261060,1,49
2627,A,住家用,台南市,麻豆區,4,鋼筋混凝土造,8.06,R2,1994/12/15 上午 12:00:00,5,72000,陽台,0.63,2236320,1,45
2628,A,住家用,台南市,麻豆區,4,鋼筋混凝土造,8.06,R2,1994/12/15 上午 12:00:00,5,72000,陽台,0.63,2236320,1,45
2629,A,住家用,台南市,官田區,4,鋼筋混凝土造,,R5,2008/6/17 上午 12:00:00,999,50000,陽台,7.11,6934000,1,36
2630,A,住家用,台南市,佳里區,4,鋼筋混凝土造,,R5,1992/10/2 上午 12:00:00,999,28000,陽台,2.31,2101650,1,48
2631,A,住家用,台南市,佳里區,4,鋼筋混凝土造,,R5,1993/8/17 上午 12:00:00,999,30000,陽台,6.34,4237320,1,41
2632,A,住家用,台南市,新化區,4,鋼筋混凝土造,,R5,1995/12/4 上午 12:00:00,999,30000,陽台,0.91,5133540,1,40
2633,A,住家用,台南市,新化區,8,加強磚造,,R5,1979/4/1 上午 12:00:00,999,8000,,,2134800,1,55
2634,A,住家用,台南市,新化區,4,鋼筋混凝土造,,R5,1990/2/20 上午 12:00:00,999,20000,陽台,1.84,3161350,1,30
2635,A,住家用,台南市,新化區,4,鋼筋混凝土造,,R5,1994/8/16 上午 12:00:00,999,30000,陽台,4.89,5524680,1,52
2636,A,住家用,台南市,新化區,4,鋼筋混凝土造,14.05,R2,1994/10/19 上午 12:00:00,3,80000,其他,8.09,3454400,1,59
2637,A,住家用,台南市,新化區,4,鋼筋混凝土造,,R5,1990/2/20 上午 12:00:00,999,20000,陽台,1.84,3161350,1,58
2638,A,住家用,台南市,新化區,4,鋼筋混凝土造,9.37,R2,1993/9/15 上午 12:00:00,6,83000,陽台,3.27,3500110,1,24
2639,F,住商用,台南市,新化區,4,鋼筋混凝土造,,R5,1998/2/24 上午 12:00:00,999,35000,陽台,4.02,5431750,1,49
2640,F,住商用,台南市,善化區,8,加強磚造,,R5,1982/7/6 上午 12:00:00,999,13000,陽台,0.68,3572770,1,23
2641,Z,見其它登記事項,台南市,善化區,4,鋼筋混凝土造,,R5,2005/10/12 上午 12:00:00,999,48000,陽台,9.16,7008920,1,48
2642,F,住商用,台南市,善化區,4,鋼筋混凝土造,,R5,1981/6/24 上午 12:00:00,999,14000,陽台,4.14,4271530,1,24
2643,Z,見其它登記事項,台南市,善化區,4,鋼筋混凝土造,,R5,2005/10/12 上午 12:00:00,999,48000,陽台,9.16,7008920,1,48
2644,A,住家用,台南市,新市區,4,鋼筋混凝土造,,R5,1991/5/17 上午 12:00:00,999,25000,陽台,2.18,8601300,1,65
2645,A,住家用,台南市,新市區,4,鋼筋混凝土造,,R5,1994/12/12 上午 12:00:00,999,31000,陽台,2.12,4015340,1,64
2646,F,住商用,台南市,新市區,4,鋼筋混凝土造,,R5,1981/8/22 上午 12:00:00,999,14000,陽台,2.73,8913620,1,27
2647,A,住家用,台南市,安定區,8,加強磚造,,R5,1996/11/19 上午 12:00:00,999,28000,陽台,1.22,4090160,1,38
2648,A,住家用,台南市,仁德區,4,鋼筋混凝土造,7.18,R2,1995/3/31 上午 12:00:00,4,100000,其他,2.58,2800000,1,65
2649,A,住家用,台南市,仁德區,4,鋼筋混凝土造,8.21,R2,1994/10/17 上午 12:00:00,7,85000,其他,4.08,3894350,1,49
2650,A,住家用,台南市,仁德區,4,鋼筋混凝土造,8.28,R2,1997/4/25 上午 12:00:00,5,95000,陽台,1.82,2963050,1,65
2651,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2001/9/13 上午 12:00:00,999,38000,陽台,2.27,9577010,1,65
2652,H,工商用,台南市,仁德區,4,鋼筋混凝土造,,R5,1993/1/19 上午 12:00:00,999,45000,陽台,1.77,7226400,1,51
2653,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2006/5/26 上午 12:00:00,999,47000,陽台,2.43,7570650,1,69
2654,A,住家用,台南市,仁德區,8,加強磚造,,R5,1968/7/1 上午 12:00:00,999,30000,,,6166900,1,50
2655,H,工商用,台南市,仁德區,4,鋼筋混凝土造,,R5,1993/1/19 上午 12:00:00,999,30000,陽台,1.77,6472500,1,34
2656,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,1993/12/8 上午 12:00:00,999,30000,其他,6.23,6349950,1,26
2657,Z,見其它登記事項,台南市,仁德區,4,鋼筋混凝土造,7.18,R2,1995/3/31 上午 12:00:00,B2,0,,,2800000,1,65
2658,F,住商用,台南市,仁德區,8,加強磚造,,R5,1980/9/25 上午 12:00:00,999,12000,陽台,1.12,3234720,1,64
2659,F,住商用,台南市,仁德區,4,鋼筋混凝土造,,R5,2008/1/10 上午 12:00:00,999,46000,陽台,6.06,10205200,1,61
2660,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2002/10/30 上午 12:00:00,999,40000,陽台,2.36,7068850,1,43
2661,A,住家用,台南市,仁德區,8,加強磚造,,R5,1977/7/21 上午 12:00:00,999,30000,,,3200100,1,53
2662,A,住家用,台南市,仁德區,8,加強磚造,,R5,1970/8/1 上午 12:00:00,999,3000,,,21813340,1,38
2663,B,商業用,台南市,仁德區,8,加強磚造,,R5,1979/8/6 上午 12:00:00,999,15000,,,9383300,1,11
2664,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2008/2/1 上午 12:00:00,999,46000,其他,4.96,8566630,1,48
2665,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2004/6/15 上午 12:00:00,999,42000,其他,8.68,10000920,1,67
2666,B,商業用,台南市,仁德區,4,鋼筋混凝土造,,R5,1982/5/18 上午 12:00:00,999,17000,陽台,0.55,3089310,1,52
2667,A,住家用,台南市,仁德區,8,加強磚造,,R5,1970/8/1 上午 12:00:00,999,3000,,,21813340,1,38
2668,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2004/6/17 上午 12:00:00,999,43000,陽台,6.62,5704160,1,41
2669,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,1993/9/13 上午 12:00:00,999,29000,其他,4.78,4651160,1,43
2670,F,住商用,台南市,仁德區,8,加強磚造,,R5,1981/2/1 上午 12:00:00,999,11000,陽台,0.64,3192580,1,49
2671,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2004/6/17 上午 12:00:00,999,43000,陽台,6.62,5704160,1,41
2672,F,住商用,台南市,仁德區,4,鋼筋混凝土造,,R5,1993/6/1 上午 12:00:00,999,29000,其他,11.62,4684220,1,34
2673,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,1993/9/13 上午 12:00:00,999,29000,其他,4.78,4651160,1,43
2674,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2006/4/25 上午 12:00:00,999,44000,其他,11.44,10389520,1,47
2675,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2002/10/30 上午 12:00:00,999,40000,陽台,2.36,7068850,1,43
2676,A,住家用,台南市,仁德區,4,鋼筋混凝土造,7.18,R2,1995/3/31 上午 12:00:00,4,100000,其他,2.58,2800000,1,65
2677,A,住家用,台南市,仁德區,8,加強磚造,,R5,1983/12/6 上午 12:00:00,999,13000,陽台,1.48,3920960,1,57
2678,Z,見其它登記事項,台南市,仁德區,4,鋼筋混凝土造,7.18,R2,1995/3/31 上午 12:00:00,B2,0,,,2800000,1,65
2679,F,住商用,台南市,仁德區,4,鋼筋混凝土造,8.21,R2,1994/10/17 上午 12:00:00,1,0,其他,4.78,3894350,1,49
2680,A,住家用,台南市,仁德區,8,加強磚造,,R5,1977/7/21 上午 12:00:00,999,7000,,,2458640,1,60
2681,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,2004/6/3 上午 12:00:00,999,43000,陽台,3.09,6887970,1,26
2682,F,住商用,台南市,仁德區,8,加強磚造,,R5,1982/2/27 上午 12:00:00,999,13000,陽台,2.3,3228470,1,63
2683,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,1993/2/19 上午 12:00:00,999,30000,陽台,3.37,5138200,1,20
2684,F,住商用,台南市,仁德區,4,鋼筋混凝土造,,R5,1988/3/1 上午 12:00:00,999,24000,,,12020280,1,65
2685,A,住家用,台南市,仁德區,4,鋼筋混凝土造,,R5,1993/10/9 上午 12:00:00,999,30000,其他,4.28,4693840,1,51
2686,F,住商用,台南市,仁德區,4,鋼筋混凝土造,,R5,1991/7/25 上午 12:00:00,999,28000,陽台,2.5,4669880,1,47
2687,A,住家用,台南市,歸仁區,8,加強磚造,,R5,1986/3/19 上午 12:00:00,999,15000,陽台,1.25,3804750,1,20
2688,A,住家用,台南市,歸仁區,8,加強磚造,,R5,1986/7/17 上午 12:00:00,999,15000,陽台,1.23,4433000,1,70
2689,F,住商用,台南市,歸仁區,8,加強磚造,,R5,1979/2/16 上午 12:00:00,999,10000,,,4661800,1,16
2690,A,住家用,台南市,歸仁區,4,鋼筋混凝土造,,R5,1989/4/7 上午 12:00:00,999,24000,陽台,4.58,4817040,1,39
2691,A,住家用,台南市,歸仁區,4,鋼筋混凝土造,,R5,1991/1/11 上午 12:00:00,999,28000,其他,3.56,4418240,1,38
2692,A,住家用,台南市,歸仁區,4,鋼筋混凝土造,,R5,1994/7/1 上午 12:00:00,999,30000,其他,10.34,4834880,1,60
2693,A,住家用,台南市,歸仁區,4,鋼筋混凝土造,5.45,R1,1993/3/4 上午 12:00:00,2,67000,其他,3.59,2422050,1,60
2694,A,住家用,台南市,歸仁區,4,鋼筋混凝土造,,R5,1992/6/16 上午 12:00:00,999,28000,陽台,1.23,4198040,1,55
2695,A,住家用,台南市,歸仁區,4,鋼筋混凝土造,,R5,1996/3/20 上午 12:00:00,999,32000,其他,5.99,7800710,1,55
2696,A,住家用,台南市,歸仁區,4,鋼筋混凝土造,,R5,1994/7/1 上午 12:00:00,999,30000,其他,10.34,4834880,1,60
2697,A,住家用,台南市,歸仁區,8,加強磚造,,R5,1976/6/1 上午 12:00:00,999,7000,,,6809720,1,25
2698,A,住家用,台南市,歸仁區,4,鋼筋混凝土造,,R5,2005/1/14 上午 12:00:00,999,43000,其他,11.98,11676250,1,27
2699,A,住家用,台南市,關廟區,4,鋼筋混凝土造,,R5,1981/6/1 上午 12:00:00,999,16000,陽台,4.39,3948960,1,67
2700,A,住家用,台南市,關廟區,8,加強磚造,,R5,1980/11/15 上午 12:00:00,999,10000,,,2248700,1,36
2701,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,,R5,1998/2/24 上午 12:00:00,999,37000,陽台,3.09,7242460,1,19
2702,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,10.21,R2,1999/5/19 上午 12:00:00,B4,0,,,4196800,1,67
2703,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1992/9/29 上午 12:00:00,999,29000,其他,8.29,5750480,1,38
2704,F,住商用,台南市,永康區,8,加強磚造,,R5,1981/1/23 上午 12:00:00,999,15000,,,4473100,1,39
2705,A,住家用,台南市,永康區,4,鋼筋混凝土造,11.13,R1,1994/3/16 上午 12:00:00,2月3日,75000,其他,3.45,3532250,1,69
2706,A,住家用,台南市,永康區,4,鋼筋混凝土造,8.13,R2,1996/11/6 上午 12:00:00,21-22,85000,陽台,5.49,4204300,1,48
2707,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,2004/10/4 上午 12:00:00,999,44000,陽台,11.04,7776790,1,70
2708,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1993/6/28 上午 12:00:00,999,95000,其他,7.8,5376050,1,27
2709,F,住商用,台南市,永康區,4,鋼筋混凝土造,,R5,1998/4/21 上午 12:00:00,999,35000,陽台,1.83,10941100,1,25
2710,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,,R5,1988/5/25 上午 12:00:00,999,22000,其他,6.92,8243620,1,31
2711,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1985/11/20 上午 12:00:00,999,20000,其他,5.19,7071300,1,67
2712,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1985/3/11 上午 12:00:00,999,20000,其他,6.2,7073300,1,18
2713,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,19.34,R2,1996/5/22 上午 12:00:00,1月2日,115000,,,6307450,1,38
2714,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,16.25,R2,1999/7/1 上午 12:00:00,B1,123000,,,5369450,1,61
2715,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,19.34,R2,1996/5/22 上午 12:00:00,1,115000,,,6307450,1,38
2716,A,住家用,台南市,永康區,4,鋼筋混凝土造,10.45,R2,1993/11/10 上午 12:00:00,7,95000,陽台,3.36,3651850,1,23
2717,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,2001/3/21 上午 12:00:00,999,40000,陽台,3.35,5631550,1,37
2718,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,,R5,1988/3/28 上午 12:00:00,999,23000,其他,6.17,11614770,1,40
2719,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1993/11/5 上午 12:00:00,999,30000,其他,8.06,5636700,1,63
2720,B,商業用,台南市,永康區,4,鋼筋混凝土造,10.21,R2,1999/5/19 上午 12:00:00,6,112000,其他,5.24,4196800,1,67
2721,A,住家用,台南市,永康區,4,鋼筋混凝土造,19.34,R2,1996/5/22 上午 12:00:00,15,115000,陽台,5.11,6307450,1,38
2722,F,住商用,台南市,永康區,4,鋼筋混凝土造,13.2,R2,1993/12/30 上午 12:00:00,1月3日,101000,其他,7.16,6803360,1,70
2723,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,8.13,R2,1996/11/6 上午 12:00:00,B1,0,,,4204300,1,48
2724,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1991/2/13 上午 12:00:00,999,28000,陽台,6.06,5401370,1,46
2725,A,住家用,台南市,永康區,4,鋼筋混凝土造,8.13,R2,1996/11/6 上午 12:00:00,21、22,88000,陽台,5.49,4335040,,
2726,A,住家用,台南市,永康區,4,鋼筋混凝土造,16.25,R2,1999/7/1 上午 12:00:00,6,123000,其他,4,5369450,1,61
2727,A,住家用,台南市,永康區,4,鋼筋混凝土造,14.2,R2,1992/8/24 上午 12:00:00,6,125000,陽台,1.54,4552500,1,69
2728,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,8.13,R2,1996/11/6 上午 12:00:00,地下一層,0,,,4335040,,
2729,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,19.34,R2,1996/5/22 上午 12:00:00,1,115000,,,6307450,1,38
2730,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1987/7/31 上午 12:00:00,999,22000,其他,6.66,8226320,1,50
2731,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,,R5,1988/3/28 上午 12:00:00,999,23000,其他,6.17,11614770,1,40
2732,A,住家用,台南市,永康區,8,加強磚造,,R5,1989/6/28 上午 12:00:00,999,19000,其他,5.79,6029400,1,65
2733,A,住家用,台南市,永康區,4,鋼筋混凝土造,11.29,R2,1994/5/3 上午 12:00:00,9,105000,陽台,5.58,3717200,1,34
2734,F,住商用,台南市,永康區,4,鋼筋混凝土造,,R5,1988/8/3 上午 12:00:00,999,24000,陽台,2.53,5843820,1,19
2735,A,住家用,台南市,永康區,4,鋼筋混凝土造,16.64,R2,2014/5/28 上午 12:00:00,2,165000,陽台,2.27,6472700,1,70
2736,A,住家用,台南市,永康區,8,加強磚造,,R5,1989/6/28 上午 12:00:00,999,19000,其他,5.79,6029400,1,65
2737,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,2000/12/14 上午 12:00:00,999,36000,其他,10.34,6141490,1,59
2738,A,住家用,台南市,永康區,4,鋼筋混凝土造,10.45,R2,1993/11/10 上午 12:00:00,7,95000,陽台,3.36,3651850,1,23
2739,A,住家用,台南市,永康區,4,鋼筋混凝土造,6.42,R2,1992/12/31 上午 12:00:00,4,130000,陽台,5.31,3804400,1,42
2740,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,,R5,2013/12/10 上午 12:00:00,999,54000,,,11253430,1,60
2741,F,住商用,台南市,永康區,8,加強磚造,,R5,1985/9/5 上午 12:00:00,999,17000,陽台,3.94,4628260,1,69
2742,A,住家用,台南市,永康區,4,鋼筋混凝土造,10.3,R2,1997/11/20 上午 12:00:00,8,110000,陽台,3.63,3928400,1,26
2743,A,住家用,台南市,永康區,4,鋼筋混凝土造,13.5,R2,1999/4/26 上午 12:00:00,9,128000,其他,5,4665280,1,73
2744,A,住家用,台南市,永康區,4,鋼筋混凝土造,7.03,R2,1992/9/19 上午 12:00:00,6,110000,其他,4.56,4978600,1,29
2745,A,住家用,台南市,永康區,4,鋼筋混凝土造,7.03,R2,1992/9/19 上午 12:00:00,6,103000,陽台,4.56,4661780,1,44
2746,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1985/11/20 上午 12:00:00,999,25000,陽台,5.19,6858000,1,44
2747,F,住商用,台南市,永康區,8,加強磚造,,R5,1985/9/5 上午 12:00:00,T,13000,其他,3.67,6700930,,
2748,A,住家用,台南市,永康區,4,鋼筋混凝土造,9.83,R2,1994/5/4 上午 12:00:00,11,85000,其他,2.44,2952400,1,70
2749,A,住家用,台南市,永康區,8,加強磚造,,R5,1981/12/23 上午 12:00:00,999,18000,陽台,2.15,4923440,1,69
2750,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1988/6/27 上午 12:00:00,999,24000,其他,2.85,3570830,1,35
2751,A,住家用,台南市,永康區,4,鋼筋混凝土造,4.3,R1,1981/11/5 上午 12:00:00,2,55000,,,1133000,1,68
2752,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1989/1/27 上午 12:00:00,999,24000,其他,6.64,7047220,1,31
2753,F,住商用,台南市,永康區,4,鋼筋混凝土造,,R5,1983/6/8 上午 12:00:00,999,20000,陽台,5.8,7534000,1,47
2754,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1980/11/6 上午 12:00:00,999,16000,,,4004880,1,48
2755,F,住商用,台南市,永康區,4,鋼筋混凝土造,13.35,R2,1994/10/6 上午 12:00:00,1月4日,88000,陽台,4.56,6610560,1,49
2756,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,,R5,2004/6/1 上午 12:00:00,999,44000,陽台,0.11,7776790,1,70
2757,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1991/2/13 上午 12:00:00,999,28000,陽台,6.06,5401370,1,27
2758,A,住家用,台南市,永康區,4,鋼筋混凝土造,7.04,R2,1992/9/19 上午 12:00:00,13,115000,其他,4.56,6133650,1,49
2759,Z,見其它登記事項,台南市,永康區,4,鋼筋混凝土造,7.04,R2,1992/9/19 上午 12:00:00,B2,0,,,6133650,1,49
2760,L,國民住宅,台南市,新營區,4,鋼筋混凝土造,13.81,R1,1999/3/17 上午 12:00:00,4,75000,陽台,1.77,3043500,1,27
2761,L,國民住宅,台南市,新營區,4,鋼筋混凝土造,13.81,R1,1999/3/17 上午 12:00:00,4,75000,陽台,1.78,3043500,1,27
2762,A,住家用,台南市,西港區,8,加強磚造,,R5,1985/5/29 上午 12:00:00,999,16000,陽台,3.84,2528200,1,37
2763,A,住家用,台南市,學甲區,4,鋼筋混凝土造,,R5,1996/1/8 上午 12:00:00,1月3日,34000,陽台,2.24,2214540,1,50
2764,A,住家用,台南市,新化區,4,鋼筋混凝土造,,R2,1995/7/20 上午 12:00:00,3,72000,陽台,3.01,,,
2765,A,住家用,台南市,新化區,4,鋼筋混凝土造,19.26,R1,1995/7/20 上午 12:00:00,3,72000,陽台,3.01,3254160,1,56
2766,A,住家用,台南市,新化區,4,鋼筋混凝土造,19.26,R1,1995/7/20 上午 12:00:00,3,72000,陽台,3.01,3254160,1,56
2767,A,住家用,台南市,歸仁區,4,鋼筋混凝土造,,R5,1994/11/30 上午 12:00:00,1月4日,33000,陽台,6.04,5162240,1,46
2768,F,住商用,台南市,關廟區,4,鋼筋混凝土造,,R5,1994/8/16 上午 12:00:00,1月3日,33000,陽台,7.44,4528810,1,60
2769,F,住商用,台南市,永康區,8,加強磚造,,R5,1980/11/1 上午 12:00:00,999,11000,,,4553480,1,50
2770,F,住商用,台南市,永康區,8,加強磚造,,R5,1981/3/9 上午 12:00:00,1月2日,11000,,,5089270,1,30
2771,A,住家用,台南市,永康區,8,加強磚造,,R5,1981/3/10 上午 12:00:00,999,11000,陽台,2.27,2913120,1,25
2772,A,住家用,台南市,永康區,4,鋼筋混凝土造,13.3,R2,1996/4/15 上午 12:00:00,7,92000,陽台,2.35,3407760,1,51
2773,A,住家用,台南市,永康區,4,鋼筋混凝土造,13.3,R2,1996/4/15 上午 12:00:00,7,92000,陽台,2.35,3407760,1,51
2774,A,住家用,台南市,永康區,4,鋼筋混凝土造,18,R2,2006/12/15 上午 12:00:00,2,110000,陽台,2.77,5496700,1,46
2775,A,住家用,台南市,永康區,4,鋼筋混凝土造,10.96,R2,1994/3/22 上午 12:00:00,8,80000,陽台,4.63,3966400,1,33
2776,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1999/11/29 上午 12:00:00,999,37000,陽台,7.2,7114350,1,40
2777,A,住家用,台南市,永康區,4,鋼筋混凝土造,,R5,1999/11/29 上午 12:00:00,999,37000,陽台,7.2,7114350,1,40
